,Store Number,Store Location,lon,lat,# of stores within 5 mile radius,Nearest other store (mi)
22630,5565,POINT (-93.61722 41.74682),-1.633928725563886,0.7286194612374192,43,0.8758911873759715
22631,4449,POINT (-93.78192 41.62961),-1.6368032828419206,0.7265737608211567,128,0.5154211484125456
22633,4272,POINT (-94.82983 43.40204),-1.6550927626064944,0.7575085000822797,5,0.006024343768901802
22634,2584,POINT (-91.34292 40.62702),-1.594234702385779,0.7090752642735867,9,0.0588007258837901
22636,2601,POINT (-91.97969 41.00646),-1.6053484354637033,0.7156977415873539,9,0.0
22637,5963,POINT (-93.63301 43.26304),-1.6342043130527757,0.7550824924220075,5,0.10733896393559353
22638,2621,POINT (-96.36268 42.48854),-1.6818460420456893,0.7415649173653115,42,0.48121288119630345
22640,2590,POINT (-91.65818 42.01089),-1.5997370273856162,0.7332283521931606,117,0.04390258019531753
22641,3625,POINT (-93.58243 41.70485),-1.6333215255171172,0.7278869465503571,52,0.03145436516659512
22643,2611,POINT (-92.40153 41.02675),-1.612710932380316,0.7160518688925835,21,0.7217916627561417
22645,4202,POINT (-96.35281 42.44921),-1.6816737780485176,0.7408784793705021,29,0.3088644795309566
22646,3722,POINT (-96.3644 42.43607),-1.6818760617088238,0.7406491431067901,26,0.40724310626274923
22647,2130,POINT (-92.33538 42.49784),-1.6115563970801219,0.7417272329857469,72,0.25896983037399135
22648,5685,POINT (-92.44587 42.4983),-1.6134848113706504,0.7417352615003061,49,0.7385755845644532
22650,4774,POINT (-94.82204 43.40217),-1.654956801457764,0.7575107690103072,5,0.391183044366093
22651,6248,POINT (-91.63815 42.03475),-1.5993874379364417,0.7336447877526865,88,0.5452392381657458
22653,2555,POINT (-91.40373 40.41537),-1.5952960371039164,0.7053812749117407,10,0.21653913093744415
22654,2538,POINT (-92.32789 42.45998),-1.6114256719191473,0.741066451330942,68,0.11320193383296878
22656,4083,POINT (-93.5995 41.70282),-1.6336194532204327,0.7278515163665417,52,0.8590203373691027
22657,2653,POINT (-91.70457 41.29657),-1.6005466856256163,0.7207611162803147,9,0.006784006229073067
22659,2620,POINT (-93.7136 41.60038),-1.635610873896958,0.7260636010807987,122,0.05754075271939579
22660,2558,POINT (-91.52872 40.9623),-1.5974775241359844,0.7149270041896733,10,0.020532913212164907
22661,2585,POINT (-94.23605 43.08152),-1.6447293465740025,0.7519143707637874,7,0.0962576532986808
22662,10106,POINT (-93.535 43.41968),-1.632493715852896,0.7578163761623316,2,0.04964804384281954
22666,2629,POINT (-95.82664 41.24351),-1.672490379123299,0.7198350445792066,50,0.10870706449146221
22667,5315,POINT (-92.20517 41.33328),-1.6092838038611,0.7214018266487219,2,0.016591534866170342
22668,4993,POINT (-91.39005 40.40225),-1.595057276062244,0.7051522877138791,10,0.049609251387295654
22671,4687,POINT (-91.6349 42.00961),-1.5993307147357518,0.7332060119787351,109,0.17345393658223784
22673,5636,POINT (-91.66808 42.03348),-1.5999098149815636,0.7336226220711861,98,0.09608087800333524
22675,2106,POINT (-92.4558 42.51717),-1.6136581225653732,0.7420646051301575,41,0.0580442058807337
22676,3769,POINT (-92.44005 42.48501),-1.6133832332081843,0.7415033072427162,56,0.26072592040358283
22677,6339,POINT (-91.53744 41.29042),-1.5976297168467584,0.720653778531317,0,6.43999629806578
22678,5435,POINT (-95.47714 43.18482),-1.6663904533875789,0.7537172958810977,2,0.11883222608672458
22679,3757,POINT (-96.37242 42.53119),-1.6820160371148338,0.7423093002912872,36,0.1608209267003029
22680,5068,POINT (-95.14021 43.36166),-1.6605099155388343,0.7568037361303244,21,0.12752613615385858
22681,5374,POINT (-92.4007 41.0104),-1.6126964461475244,0.7157665075598825,21,0.05585821990256345
22682,6258,POINT (-91.3298 40.63022),-1.5940057151879172,0.7091311148096505,9,0.07080759684549244
22685,2522,POINT (-95.11185 43.42172),-1.6600149401629687,0.7578519808790722,16,0.143795827655345
22686,5911,POINT (-93.94756 43.38676),-1.6396942462149238,0.757241813772575,1,0.11210971959160848
22687,2605,POINT (-91.66913 42.0348),-1.5999281409387094,0.7336456604173124,92,0.07956019340351189
22688,2548,POINT (-93.46496 41.64404),-1.6312712872447994,0.7268256118322194,35,0.026704668027435752
22689,4459,POINT (-93.90439 42.65402),-1.638940787576838,0.7444530882115118,5,0.6053121221387995
22691,2556,POINT (-94.82995 43.40204),-1.6550948570015966,0.7575085000822797,5,0.006024343768901802
22692,3525,POINT (-91.69222 41.30041),-1.6003311374629952,0.7208281369235913,9,0.11736829105072107
22694,4698,POINT (-91.96538 41.00666),-1.6050986788477426,0.7157012322458579,9,0.15647725051723663
22695,4254,POINT (-94.67733 43.10921),-1.652431135497203,0.7523976524336646,5,0.08949038956394281
22697,3899,POINT (-93.79556 41.55806),-1.6370413457518924,0.7253249777413546,77,0.30749433463791104
22698,4236,POINT (-93.90326 42.66514),-1.6389210653562905,0.7446471688243335,6,0.08857477712841873
22699,2248,POINT (-93.66436 41.58633),-1.634751473773276,0.7258183823208935,118,0.02842173357388957
22700,5651,POINT (-93.7224 41.61451),-1.6357644628711334,0.7263102161041055,129,0.2533429816891637
22701,6306,POINT (-94.22686 43.06834),-1.6445689508157442,0.7516843363683746,7,0.07669831944595029
22702,6215,POINT (-93.69775 41.62514),-1.6353342392105168,0.7264957446035925,124,0.027123887866207345
22708,6117,POINT (-93.24444 41.67791),-1.6274224871783014,0.7274167548498698,5,0.4888069624012738
22709,5784,POINT (-91.31952 40.6301),-1.5938262953408122,0.7091290204145481,9,0.34405180696233684
22713,6116,POINT (-92.40711 42.50587),-1.6128083217525773,0.7418673829246821,79,0.22260953301678033
22714,5840,POINT (-93.73611 42.73162),-1.6360037475115818,0.7458074637110593,3,0.025885027410740887
22715,5107,POINT (-93.71724 41.60034),-1.6356744038817306,0.7260629029490979,124,0.08164368249813057
22718,4665,POINT (-93.57162 41.70367),-1.6331328554249764,0.7278663516651837,54,0.5137601498662059
22719,6323,POINT (-93.67313 41.61993),-1.6349045391486758,0.7264048129495635,125,0.6136128677047226
22720,2642,POINT (-92.8993 41.39695),-1.6213986577979682,0.7225130777834665,7,0.15911163230935424
22721,5917,POINT (-93.70588 41.62996),-1.6354761344787039,0.7265798694735386,123,0.06888130835991584
22726,5743,POINT (-91.96364 40.98836),-1.605068310118758,0.7153818369927429,9,1.2677375391406205
22733,10033,POINT (-91.67297 42.04614),-1.5999951615819863,0.7338435807544886,69,0.01803629578637082
22737,4239,POINT (-95.10624 43.42157),-1.659917027191932,0.7578493628851942,15,0.16773566976271637
22740,5550,POINT (-91.68187 42.04626),-1.6001504958854136,0.733845675149591,64,0.4219187135205767
22747,3420,POINT (-93.71806 41.59933),-1.635688715581597,0.7260452751236528,120,0.08164368249813057
22749,5820,POINT (-92.62984 41.1573),-1.6166956935955443,0.7183303962310622,1,0.20765097584882258
22751,4725,POINT (-93.63847 41.73132),-1.6342996080299346,0.72834893520336,51,0.8542289134819221
22759,3704,POINT (-94.67888 43.10984),-1.652458188100609,0.7524086480079523,5,0.08949038956394281
22769,4696,POINT (-93.73603 41.59506),-1.6360023512481803,0.7259707495645925,123,0.1919036256629542
22773,6029,POINT (-96.0751 42.48846),-1.6768268241828042,0.7415635211019099,1,0.3809660504149119
22776,5264,POINT (-93.35812 41.6632),-1.6294065774719686,0.7271600169169016,0,5.322755922917666
22778,5363,POINT (-93.75572 41.61125),-1.6363460065778979,0.7262533183704905,132,0.749263535004168
22780,10097,POINT (-95.87914 41.23453),-1.6734066769805962,0.7196783140123774,53,0.2491361402119079
22781,4867,POINT (-95.90204 41.25765),-1.6738063573793027,0.7200818341354385,51,0.31618504710209094
22782,5769,POINT (-92.43331 41.03491),-1.6132655980166,0.7161942877595464,21,0.6305942127333157
22784,4804,POINT (-93.66475 41.58662),-1.6347582805573588,0.7258234437757243,119,0.02842173357388957
22789,4147,POINT (-92.4747 42.5391),-1.6139879897940002,0.7424473558351198,31,0.061109875237574565
22793,4872,POINT (-94.1234 41.5023),-1.6427632331716309,0.7243517821504426,0,5.502181275237501
22799,6073,POINT (-91.62427 41.97689),-1.599145186236265,0.7326349402474824,101,0.09387089567792159
22800,3949,POINT (-92.9336 41.41036),-1.6219973057314023,0.722747126436159,7,0.43997986969630853
22803,3494,POINT (-92.35235 42.45635),-1.6118525794541851,0.7410030958790945,67,0.18359030052716022
22804,2626,POINT (-93.67321 41.59983),-1.6349059354120774,0.7260540017699126,126,0.6900082558331534
22809,5845,POINT (-93.63896 41.7601),-1.6343081601432694,0.7288512409620841,43,1.369868838581313
22813,3443,POINT (-95.83549 41.27072),-1.6726448407621004,0.7203099486686741,53,0.32887243052602533
22823,6202,POINT (-92.33457 42.50154),-1.6115422599131806,0.7417918101680707,71,0.16483641197266793
22827,4821,POINT (-92.64509 41.28746),-1.6169618563064734,0.720602116785458,6,0.38719082357565177
22828,2529,POINT (-91.7334 41.96838),-1.6010498640489663,0.7324864127281379,69,0.00920632968076266
22832,2575,POINT (-92.37665 42.47177),-1.6122766944624198,0.741272225649752,78,0.8213345656372483
22838,4404,POINT (-93.60023 41.74681),-1.633632194123972,0.728619286704494,44,0.023754765115951967
22839,4810,POINT (-93.57212 41.76177),-1.6331415820712365,0.7288803879605923,40,1.4235077638699107
22841,5230,POINT (-91.66371 42.01143),-1.5998335440932514,0.7332377769711214,119,0.09498731305291333
22854,4098,POINT (-91.6612 41.29676),-1.5997897363290263,0.7207644324058935,9,0.4916042031991514
22857,6264,POINT (-93.65133 41.62685),-1.6345240573717412,0.7265255897338015,117,0.05366286780539542
22860,6301,POINT (-91.80163 40.69903),-1.6022407021976022,0.7103320758679478,0,5.205455468486819
22863,4201,POINT (-96.46137 42.49481),-1.6835685074844826,0.7416743495094116,26,0.34703739645475107
22866,2627,POINT (-93.65088 41.62615),-1.6345162033901073,0.7265133724290377,117,0.05366286780539542
22868,3682,POINT (-93.99027 43.08835),-1.6404396763384506,0.7520335767516987,0,6.782663962635019
22869,3842,POINT (-94.21799 43.29355),-1.6444141401110923,0.7556149923767911,1,0.13388302321200385
22872,3829,POINT (-91.42159 41.91746),-1.5956077529083228,0.7315976910730223,5,0.18856277074553418
22875,5876,POINT (-94.44516 42.95923),-1.6483790045728477,0.7497800076215236,2,0.0
22877,6019,POINT (-93.58161 41.73239),-1.6333072138172506,0.7283676102263564,44,0.05488022215846829
22880,2594,POINT (-96.34718 42.44756),-1.6815755160116301,0.7408496814378442,27,0.3088644795309566
22885,3628,POINT (-91.68192 42.03473),-1.6001513685500397,0.733644438686836,82,0.2023801762328056
22891,4135,POINT (-93.4586 41.64349),-1.6311602843043727,0.7268160125213334,34,0.28141225506938267
22895,4767,POINT (-93.60065 41.68795),-1.6336395245068305,0.7275919859067701,62,1.0138433423389872
22898,5127,POINT (-93.66328 41.58633),-1.6347326242173545,0.7258183823208935,117,0.055816544919991
22900,4730,POINT (-93.69772 41.67348),-1.6353337156117413,0.7273394367640065,77,0.1312894697741041
22913,10017,POINT (-94.66843 43.11202),-1.6522758011937755,0.7524466961856457,5,0.48913689438994146
22914,5993,POINT (-92.20456 41.3369),-1.6092731573526629,0.721465007567644,2,0.2521274816722371
22923,2596,POINT (-92.40811 41.04971),-1.6128257750450972,0.7164525964888414,21,0.060841590030085664
22924,6057,POINT (-93.65986 41.60007),-1.6346729339569361,0.7260581905601176,124,0.0675576165633693
22931,5889,POINT (-93.7366 41.59907),-1.6360122996249167,0.7260407372675975,127,0.05954593065201642
22933,4673,POINT (-91.45245 40.71706),-1.5961463615154883,0.7106467587320823,1,0.20602078967466778
22944,5501,POINT (-93.59897 41.62837),-1.6336102029753967,0.7265521187384318,77,0.4468876799061297
22948,4200,POINT (-96.37328 42.53851),-1.6820310469464006,0.7424370583925332,35,0.3147607138185793
22950,5072,POINT (-91.54115 40.96425),-1.5976944685620071,0.7149610381100872,10,0.5503868789335192
22954,5246,POINT (-93.63441 43.25574),-1.6342287476623039,0.7549550833866121,5,0.0006909758505199148
22960,4406,POINT (-93.62657 41.70247),-1.6340919138489474,0.7278454077141596,64,0.16121874122663982
22970,5301,POINT (-92.40912 41.05178),-1.6128434028705425,0.7164887248043578,21,0.15240741506510638
22974,3877,POINT (-93.69941 41.62957),-1.6353632116761,0.7265730626894559,126,0.30377740012776727
22980,4582,POINT (-95.12549 43.42285),-1.6602530030729408,0.7578717030996197,16,0.4354697205265878
22981,5564,POINT (-93.62195 41.73224),-1.6340112796375053,0.7283649922324783,45,0.7270955875309341
22984,6293,POINT (-91.44855 40.71667),-1.5960782936746605,0.7106399519479996,1,0.20602078967466778
22987,3521,POINT (-95.90691 41.24039),-1.6738913549138748,0.7197805903065443,50,0.44727434953540196
23004,5386,POINT (-93.90448 42.66278),-1.6389423583731648,0.7446059790539864,6,0.09120545161740684
23008,5827,POINT (-91.41035 40.42268),-1.5954115779003986,0.7055088584800614,10,0.39767672435466084
23011,5635,POINT (-95.78529 42.48222),-1.6717686854775995,0.7414546125565854,1,0.11262693041512746
23013,4312,POINT (-95.87857 41.23811),-1.6733967286038596,0.7197407967995988,53,0.06705687408063868
23024,3626,POINT (-95.15207 43.14863),-1.6607169115881208,0.7530856612248008,11,0.3109912851763363
23025,4453,POINT (-93.63441 43.25575),-1.6342287476623039,0.7549552579195372,5,0.0006909758505199148
23035,6097,POINT (-95.65585 43.18599),-1.669509531293818,0.753737716233346,1,0.285664169353934
23056,6187,POINT (-95.68771 42.98148),-1.6700655931935031,0.7501683433800923,2,0.0012245687542685431
23058,6048,POINT (-91.32608 40.63018),-1.593940788939743,0.7091304166779497,9,0.19509676901402995
23064,5254,POINT (-91.63485 42.0071),-1.599329842071126,0.7331622042145101,111,0.08569485000090382
23069,4517,POINT (-91.63499 42.01309),-1.5993322855320786,0.7332667494367044,107,0.24050398665010486
23070,4268,POINT (-94.21405 43.0828),-1.6443453741385636,0.751936710978213,7,0.20228179344288003
23071,5287,POINT (-93.7356 42.73162),-1.6359948463323968,0.7458074637110593,3,0.025885027410740887
23073,4893,POINT (-93.70419 41.58307),-1.6354466384143453,0.7257614845872784,121,0.08883366404009667
23087,6299,POINT (-93.66063 41.60442),-1.6346863729921766,0.7261341123825792,127,0.29784717345024286
23088,5937,POINT (-95.32129 43.4549),-1.6636703577483458,0.758431081124884,1,0.08717075294966095
23094,4382,POINT (-93.71323 41.59015),-1.6356044161787255,0.7258850538983197,128,0.5294914706561397
23106,2233,POINT (-95.1268 43.41662),-1.660275866886142,0.7577629690872205,16,0.024644575774677126
23122,5448,POINT (-91.33115 40.63024),-1.594029277132819,0.7091314638755009,9,0.07080759684549244
23125,5810,POINT (-92.35467 41.39882),-1.6118930710928314,0.722545715440479,0,8.882518646433532
23136,5822,POINT (-93.10176 41.51775),-1.6249322514015558,0.7246214355198758,1,0.6200355564096901
23149,4446,POINT (-93.69859 41.64444),-1.6353488999762336,0.7268325931492274,111,0.46209781279559214
23152,2711,POINT (-92.40807 41.04883),-1.6128250769133963,0.716437237591424,21,0.060841590030085664
23157,4971,POINT (-93.50666 41.59911),-1.6319990895428809,0.7260414353992984,45,0.13180821006858326
23169,3656,POINT (-93.58112 41.70851),-1.6332986617039158,0.7279508256009801,52,0.23463058328083036
23171,4591,POINT (-93.73066 42.73168),-1.6359086270673482,0.7458085109086104,3,0.03400578742666542
23173,3707,POINT (-91.65109 42.03521),-1.5996132835416497,0.7336528162672457,89,0.3479904152026944
23233,3045,POINT (-93.80256 43.09867),-1.6371635187995321,0.7522136947305045,1,0.22421791007637057
23237,6099,POINT (-94.68195 43.11196),-1.652511769708645,0.7524456489880946,5,0.007061963121147427
23241,6338,POINT (-93.6257 41.55788),-1.634076729484455,0.725321836148701,82,0.027751299186003643
23242,5762,POINT (-94.8436 43.40184),-1.655333094444494,0.7575050094237757,5,0.6718437787922942
23258,4368,POINT (-93.69849 41.68273),-1.6353471546469818,0.727500879719816,73,0.5277402844056077
23263,5062,POINT (-91.41497 40.53226),-1.5954922121118407,0.7074213902743969,2,1.5927669244672407
23276,4877,POINT (-93.73588 41.60775),-1.6359997332543021,0.7261922318466707,134,0.039940079463482554
23283,3663,POINT (-92.33011 42.46002),-1.6114644182285418,0.7410671494626427,68,0.11320193383296878
23291,5806,POINT (-95.78308 42.4822),-1.6717301137011302,0.7414542634907351,1,0.11262693041512746
23293,4507,POINT (-95.151 43.15559),-1.6606982365651244,0.7532071361407396,11,0.21795707342752876
23296,2685,POINT (-93.60538 43.10585),-1.6337220785804496,0.7523390093707977,1,0.13118024763928746
23305,6238,POINT (-91.69465 41.29647),-1.6003735489638184,0.7207593709510627,9,0.17080752989220943
23315,3811,POINT (-91.40788 40.41712),-1.5953684682678744,0.7054118181736505,10,0.0974245844152742
23351,4733,POINT (-93.73648 41.64398),-1.6360102052298142,0.7268245646346682,111,0.03316684084165833
23396,5099,POINT (-93.59968 41.76043),-1.6336225948130862,0.7288570005486156,40,0.25425970954552934
23405,6271,POINT (-95.96733 42.58712),-1.6749458828479298,0.7432854629419275,0,8.751004881925999
23428,3447,POINT (-96.37183 42.43391),-1.682005739672247,0.7406114439949469,27,0.40724310626274923
23432,3622,POINT (-95.12642 43.41565),-1.6602692346349843,0.7577460393934762,16,0.06968551273255792
23466,4642,POINT (-92.38317 42.49851),-1.61239048992965,0.7417389266917354,84,0.0
23471,5146,POINT (-93.70708 41.58271),-1.635497078429728,0.7257552014019713,123,0.06408925569370467
23491,4296,POINT (-91.9624 40.72938),-1.6050466680360334,0.7108617832959281,0,8.677401420953842
23501,4505,POINT (-93.70603 41.68789),-1.635478752472582,0.727590938709219,63,0.5277402844056077
23523,4802,POINT (-93.67882 41.6295),-1.6350038483831144,0.7265718409589794,121,0.7236328880484922
23534,6115,POINT (-91.52381 40.96073),-1.5973918284697113,0.714899602520417,10,0.007324828928857119
23541,4743,POINT (-95.81799 41.24404),-1.6723394081430014,0.7198442948242421,50,0.3547069670617905
23557,5744,POINT (-91.70444 41.29656),-1.6005444166975888,0.7207609417473895,9,0.006784006229073067
23566,6034,POINT (-94.42304 43.06358),-1.6479929377423066,0.7516012586959797,0,6.840015089330677
23606,4197,POINT (-96.35301 42.40049),-1.6816772687070216,0.7400281549589305,15,0.1386562663821257
23613,4487,POINT (-91.66236 42.01049),-1.5998099821483496,0.7332213708761526,119,0.09498731305291333
23625,5073,POINT (-91.7069 41.96458),-1.6005873517971878,0.732420090216562,86,0.1070702692442857
23636,4300,POINT (-92.64806 41.2926),-1.6170136925852576,0.7206918267090106,6,0.38719082357565177
23638,4556,POINT (-93.91698 42.73159),-1.639160524529664,0.7458069401122837,5,4.582128503768527
23670,5338,POINT (-93.62108 41.6518),-1.633996095273013,0.7269610493821742,94,0.5869479320788082
23700,6326,POINT (-92.37697 42.49308),-1.6122822795160263,0.741644155313352,86,0.4667892567072087
23717,2571,POINT (-92.33756 42.53048),-1.6115944452578153,0.7422969084535979,59,0.23217011952934305
23725,5928,POINT (-94.23021 43.06887),-1.644627419345686,0.7516935866134101,7,0.17302240891770196
23729,5273,POINT (-92.912281 41.392871),-1.6216252189881695,0.7224418858032777,7,0.5720786442263512
23733,4783,POINT (-94.68209 43.11196),-1.652514213169598,0.7524456489880946,5,0.007061963121147427
23755,6295,POINT (-95.62666 43.08725),-1.6690000696851608,0.7520143781299267,0,6.979644982627229
23760,3549,POINT (-91.37319 40.62423),-1.5947630135503574,0.709026569587456,9,0.2220837133355059
23799,6100,POINT (-95.82035 41.25284),-1.6723805979133486,0.7199978837984176,50,0.0008644695746205392
23904,4315,POINT (-91.69305 41.30199),-1.6003456236957865,0.7208557131257729,9,0.11736829105072107
23917,6305,POINT (-91.60952 40.78469),-1.5988877501715957,0.711827124905206,2,4.810806581655197
23969,5835,POINT (-95.7986 42.80795),-1.6720009888010396,0.7471396735291066,1,1.3266991114785205
23970,4191,POINT (-92.94174 41.41217),-1.6221393755325144,0.7227787168956202,7,0.43997986969630853
23995,6256,POINT (-93.60758 41.62773),-1.6337604758239936,0.7265409486312191,83,0.4468876799061297
24001,5571,POINT (-91.65787 42.03528),-1.599731616864935,0.733654037997722,90,0.3479904152026944
24051,5097,POINT (-91.63454 42.01692),-1.5993244315504447,0.7333335955470558,102,0.26565016371891326
24062,10050,POINT (-93.59985 41.73307),-1.6336255618728146,0.72837947846527,45,0.08830766494676365
24068,5604,POINT (-91.42485 41.91621),-1.5956646506419379,0.7315758744573724,5,0.18856277074553418
24114,5469,POINT (-94.23677 43.08281),-1.6447419129446168,0.7519368855111382,7,0.0962576532986808
24177,4021,POINT (-91.99342 41.00638),-1.605588069170002,0.7156963453239523,9,0.5386710246112899
24266,2684,POINT (-93.63235 43.26804),-1.6341927938797127,0.7551697588846072,5,0.3470802612085332
24366,5489,POINT (-91.43792 41.12993),-1.5958927651751735,0.7178526996147914,0,5.381482630981451
24437,5428,POINT (-91.55361 41.97709),-1.5979119365868057,0.7326384309059865,35,2.885898992103452
24459,5798,POINT (-91.67049 41.29814),-1.5999518774165367,0.720788517949571,9,0.4916042031991514
24504,6214,POINT (-93.57297 41.67985),-1.6331564173698783,0.7274506142373586,67,0.11810622458805531
24527,4429,POINT (-93.24741 41.68613),-1.6274743234570856,0.7275602209143838,5,0.07097086487735124
24617,5869,POINT (-93.71198 41.62938),-1.6355825995630757,0.726569746563877,123,0.02148720154384496
24647,5940,POINT (-94.89854 43.12648),-1.6562919783355396,0.7526990707954841,0,10.35808143894646
24801,6342,POINT (-93.70716 41.62968),-1.6354984746931296,0.726574982551633,124,0.06888130835991584
25015,5128,POINT (-93.67302 41.61105),-1.6349026192864986,0.7262498277119864,129,0.6136128677047226
25139,6289,POINT (-93.75582 41.62396),-1.63634775190715,0.7264751497184189,138,0.265279937251008
25233,5626,POINT (-93.95746 42.99278),-1.6398670338108714,0.7503655655855678,1,0.026108838859779493
25412,9052,POINT (-93.38241 43.1369),-1.6298305179472778,0.7528809341035418,9,0.12197221628099751
25552,4234,POINT (-95.14338 43.14577),-1.6605652424761224,0.7530357448081938,11,0.045519035043420655
25985,5877,POINT (-93.60078 41.72912),-1.633641793434858,0.7283105379598162,45,0.023767232536003095
26071,4247,POINT (-93.61679 42.85054),-1.6339212206481022,0.747883009257531,4,0.33020917910705044
26092,5894,POINT (-93.36933 40.70677),-1.6296022288811172,0.7104671643520521,5,4.319935217776257
26139,10029,POINT (-93.70334 41.5788),-1.6354318031157034,0.7256869590282183,121,0.2982996618999042
26239,5655,POINT (-94.22686 43.06723),-1.6445689508157442,0.7516649632136775,7,0.07669831944595029
26675,3654,POINT (-93.61523 42.8459),-1.6338939935117711,0.7478020259802385,4,0.0
27200,4150,POINT (-92.35741 42.4575),-1.6119408931143362,0.7410231671654925,69,0.08715050766147275
31807,4609,POINT (-93.60161 41.71729),-1.6336562796676495,0.7281040655093052,49,0.08739433373985557
31812,2702,POINT (-93.60093 41.73519),-1.633644411428736,0.7284164794454123,45,0.045635952521986906
33446,2652,POINT (-93.21409 43.1483),-1.6268927797503212,0.7530799016382693,23,0.26935506697209866
33447,4631,POINT (-92.47498 42.53996),-1.613992876715906,0.742462365666687,31,0.061109875237574565
33454,6209,POINT (-93.77819 41.69155),-1.6367381820608211,0.7276548177598419,51,0.0
33456,5975,POINT (-93.49702 41.49866),-1.6318308398029888,0.72428825216567,2,0.1330989828419958
33460,2505,POINT (-93.87572 42.06382),-1.6384404016802911,0.7341521549662412,15,0.061561450146216536
33464,4401,POINT (-91.57712 42.03517),-1.5983222634939493,0.7336521181355449,66,0.020201933767191316
33469,6145,POINT (-92.08606 42.00738),-1.6072049421890495,0.7331670911364155,1,0.2691262752521558
33470,4439,POINT (-91.7761 42.17772),-1.6017951196395679,0.7361400849842628,3,0.290468061539654
33471,4299,POINT (-91.53132 42.19927),-1.597522902696536,0.7365162034380675,3,0.056501600140223006
33474,4866,POINT (-95.85186 41.21919),-1.672930551160652,0.7194105805051214,50,0.44088864828352375
33475,2582,POINT (-93.17116 43.14639),-1.62614350990244,0.7530465658495561,23,0.10608336174591317
33476,5859,POINT (-93.20865 43.1523),-1.6267978338390128,0.753149714808349,23,0.38935441989597797
33477,4102,POINT (-93.61541 42.02743),-1.6338971351044247,0.7335170296514405,43,0.19012674949037775
33478,3973,POINT (-93.65013 42.02179),-1.6345031134207173,0.733418593081628,43,0.031093913288340436
33480,6068,POINT (-94.168 42.50787),-1.6435416500180204,0.7419022895097219,27,0.04375274729647867
33481,4738,POINT (-95.8603 41.21983),-1.6730778569495202,0.7194217506123343,50,0.44088864828352375
33483,4674,POINT (-93.5858 42.00956),-1.6333803431129095,0.733205139314109,43,0.09087498170234018
33485,3528,POINT (-93.25294 43.14869),-1.6275708401647209,0.7530867084223521,23,0.5439548071491502
33486,5941,POINT (-92.45598 42.56105),-1.6136612641580268,0.7428304556059326,26,0.03462148720014914
33488,4103,POINT (-93.64507 42.05712),-1.6344147997605665,0.7340352179063575,43,0.02966462234617799
33489,4988,POINT (-92.42851 42.51302),-1.613181822212504,0.7419921739661997,66,0.0
33491,2515,POINT (-93.2361 43.14843),-1.627276926718685,0.7530821705662969,23,0.7282909213340475
33492,2651,POINT (-92.47549 42.71222),-1.6140017778950908,0.7454688698361724,6,0.23147913706534057
33493,5135,POINT (-93.60713 41.9012),-1.6337526218423597,0.731313900536648,3,0.002071292896588476
33494,3477,POINT (-95.84725 41.22763),-1.6728500914821351,0.7195578862939898,50,0.07497902831821711
33497,5314,POINT (-95.84749 41.2287),-1.6728542802723396,0.7195765613169862,50,0.07497902831821711
33500,4590,POINT (-92.44559 42.53296),-1.6134799244487446,0.7423401926190475,38,0.3828322641620212
33501,5915,POINT (-95.87297 41.26156),-1.6732989901657478,0.7201500765091915,53,0.13993078670472306
33502,10091,POINT (-95.86752 41.26256),-1.6732038697215144,0.7201675298017114,53,0.1557581815940394
33505,3629,POINT (-95.84887 41.22617),-1.6728783658160173,0.7195324044869107,50,0.13139674691534764
33506,2201,POINT (-92.42851 42.51302),-1.613181822212504,0.7419921739661997,66,0.0
33508,4675,POINT (-93.57572 42.03451),-1.6332044139243083,0.7336405989624816,39,0.09034007784122085
33510,5391,POINT (-93.38829 43.14306),-1.6299331433072952,0.7529884463854648,9,0.42199620572236596
33512,4015,POINT (-93.62062 42.05207),-1.6339880667584536,0.7339470787791319,43,0.11242141055520129
33518,3880,POINT (-95.8377 41.22102),-1.6726834125385694,0.7194425200304331,50,0.6744930402716611
33520,4119,POINT (-92.44431 42.48292),-1.6134575842343193,0.7414668298613494,51,0.2028163235236778
33524,5465,POINT (-93.56281 42.02299),-1.6329790919178757,0.7334395370326519,36,0.026215242569883973
33529,4626,POINT (-95.90609 41.2683),-1.6738770432140087,0.720267711700776,51,0.4398522645904454
33531,5453,POINT (-95.13687 41.23467),-1.6604516215418177,0.7196807574733303,2,0.11800542225318579
33537,5425,POINT (-93.79382 41.68838),-1.6370109770229078,0.7275994908225537,42,0.02373609957473728
33547,6220,POINT (-93.2011 43.16219),-1.626666061480487,0.7533223278713713,23,0.08084574560100599
33553,6144,POINT (-93.20109 43.16367),-1.6266658869475619,0.7533481587443008,23,0.021420251377105792
33561,4091,POINT (-93.40042 43.14227),-1.6301448517455621,0.752974658284374,9,0.1930656078454637
33562,5849,POINT (-95.8902 41.21624),-1.6735997103958664,0.7193590932921876,50,1.3883649931382502
33563,5195,POINT (-95.81181 41.27836),-1.6722315467952282,0.7204432918235265,45,0.39168617059041627
33565,4159,POINT (-95.81894 41.28021),-1.6723559887708954,0.7204755804146884,50,0.39168617059041627
33568,2613,POINT (-95.87957 41.26193),-1.6734141818963797,0.7201565342274239,53,0.18388217239673013
33570,2835,POINT (-92.47279 42.53991),-1.6139546540052871,0.742461493002061,31,0.11154977427579627
33574,5652,POINT (-95.86797 41.26802),-1.6732117237031483,0.7202628247788703,53,0.022538955347159075
