,Store Number,Store Location,lon,lat,# of stores within 5 mile radius,Nearest other store (mi)
2221,4306,POINT (-93.20245 42.75304),-1.626689623425389,0.7461813132368365,9,0.020329163725507207
2244,3695,POINT (-95.97703 42.80888),-1.6751151797853732,0.7471559050911502,1,0.3602341589412211
2388,10099,POINT (-93.79872 41.56183),-1.6370964981562557,0.7253907766541549,76,0.0
2427,6225,POINT (-90.84146 41.82904),-1.585482574318728,0.7300544709484089,1,4.03284067153982
2553,4131,POINT (-93.73435 41.64385),-1.635973029716747,0.7268222957066406,109,0.11035060153934041
2591,5999,POINT (-91.6771 41.97041),-1.6000672436800933,0.7325218429119533,97,0.16860123848955125
2661,9039,POINT (-93.71804 41.56855),-1.6356883665157467,0.7255080627798889,111,0.2774403203990688
2745,4379,POINT (-93.78997 41.58437),-1.636943781846706,0.7257841738675543,106,0.04840309578124331
2810,5667,POINT (-91.16087 41.88847),-1.5910573304825233,0.731091720122869,2,0.0
3031,5147,POINT (-92.30126 41.73066),-1.6109608907393413,0.7283374160302969,1,0.06084822315978334
3267,5369,POINT (-90.4206 42.25282),-1.5781371816287846,0.7374508272525104,5,0.00949239629188531
3638,5670,POINT (-93.19198 42.98552),-1.626506887452705,0.7502388546818729,0,6.403004309619068
5757,6262,POINT (-94.62577 42.39885),-1.6515312437348748,0.7399995315591978,2,0.5811947122822109
7273,5660,POINT (-90.67013 42.5116),-1.5824923017112862,0.7419673902908214,51,0.0961776027060872
10876,6197,POINT (-91.55711 40.96585),-1.5979730231106255,0.7149889633781191,10,0.041587727320906785
10877,10003,POINT (-77.31187 35.96278),-1.3493466823738285,0.6276689191703664,0,320.1469477994079
10879,3679,POINT (-91.39077 43.05512),-1.5950698424328582,0.751453603841261,3,0.7265208173050699
10880,3645,POINT (-93.71857 41.59669),-1.6356976167607822,0.7259991984314002,117,0.1843113472050112
10883,2517,POINT (-93.03504 41.6992),-1.6237677677246252,0.7277883354476194,13,0.009796696281500846
10907,5643,POINT (-92.78466 42.00667),-1.619397812343482,0.7331546992987265,0,5.142126317934205
10911,6246,POINT (-91.52468 41.64239),-1.5974070128342037,0.7267968138995615,52,0.03057878725471674
10912,4630,POINT (-90.57062 41.54989),-1.5807555245726268,0.7251823843414666,83,0.16361019862406156
10914,5731,POINT (-92.34312 42.47665),-1.6116914855642261,0.7413573977172494,71,0.5681505896372395
10921,3723,POINT (-96.09589 42.02584),-1.6771896781342936,0.7334892789163338,3,0.31947680435205533
10922,4684,POINT (-93.55838 41.37168),-1.6329017738320124,0.7220720330814876,15,0.098814988751822
10924,5514,POINT (-91.60764 41.73807),-1.5988549379816583,0.7284667449278697,34,0.13474916899996384
10925,5054,POINT (-91.44505 42.48407),-1.5960172071508405,0.7414869011477474,7,0.4784994616222428
10926,5855,POINT (-95.33969 41.64799),-1.6639914983307127,0.7268945523376732,4,0.1778807776005118
10927,5151,POINT (-95.46725 42.35005),-1.6662178403245567,0.7391478108842247,3,0.03205707120792286
10928,5362,POINT (-95.60229 41.85442),-1.6685747329464498,0.7304974355125651,0,8.548668773087712
10929,4229,POINT (-95.33994 41.65119),-1.6639958616538426,0.726950402873737,4,0.043607956222317786
10930,5173,POINT (-94.93637 41.7232),-1.656952236391569,0.7282072144680981,2,0.26201100345015876
10932,4006,POINT (-96.43534 43.45382),-1.6831141982801885,0.7584122315689624,2,0.06391599913951289
10933,2604,POINT (-96.18338 42.77805),-1.6787166666968636,0.7466178200827603,7,0.22251430024201382
10934,4980,POINT (-92.26465 42.40909),-1.6103219257001862,0.740178253274602,19,2.2710109787722312
10936,3820,POINT (-96.42021 42.51054),-1.6828501299643617,0.7419488898007502,39,0.1737522381573248
10937,10005,POINT (-91.5306 41.66006),-1.597510336325922,0.7271052135783889,57,0.15133779977456824
10938,5526,POINT (-92.45478 42.40654),-1.6136403202070029,0.7401337473786761,5,0.0304675872706192
10939,2643,POINT (-92.35698 42.47029),-1.6119333881985525,0.7412463947768225,74,0.06593030421528338
10940,2650,POINT (-95.33989 41.65056),-1.6639949889892165,0.7269394072994494,4,0.043607956222317786
10941,4427,POINT (-91.63696 41.75335),-1.599366668518343,0.7287334312375744,25,0.10019282445918574
10942,3717,POINT (-92.09934 42.84746),-1.6074367219137142,0.7478292531165696,4,0.013216821453781861
10944,4260,POINT (-93.76567 41.03257),-1.6365196668384714,0.7161534470550497,9,0.13467201970768486
10945,2579,POINT (-92.72735 41.72776),-1.618397564149164,0.7282868014819891,11,0.4401394522468613
10946,5720,POINT (-93.05521 42.55673),-1.6241198006347526,0.7427550573822465,0,9.361161453560678
10947,5540,POINT (-96.35222 42.39857),-1.6816634806059307,0.7399946446372923,14,0.1386562663821257
10948,4185,POINT (-92.72735 41.74124),-1.618397564149164,0.7285220718651578,11,0.2681006130149793
10950,5642,POINT (-94.92525 41.70567),-1.6567581557787474,0.7279012582502234,2,1.0787218179196978
10951,5351,POINT (-96.39468 42.49535),-1.6824045474063274,0.7416837742873723,45,0.39875919545039545
10952,4456,POINT (-91.57409 41.64996),-1.5982693800176142,0.7269289353239374,55,0.10218137204387012
10954,3881,POINT (-92.91042 42.04914),-1.62159273841079,0.7338959406320484,15,0.13975091744543036
10955,2544,POINT (-92.91279 42.03909),-1.6216341027140622,0.733720535042223,15,0.0870910420784466
10956,4203,POINT (-92.47887 42.72571),-1.6140607700238085,0.7457043147522664,6,0.19391343787112678
10957,5460,POINT (-91.59964 41.68371),-1.5987153116414985,0.7275179839464855,64,0.07445260796070832
10958,2578,POINT (-92.67553 43.06702),-1.6174931345307804,0.7516612980222483,7,0.11969654005060675
10959,4149,POINT (-95.3721 42.02421),-1.664557159541284,0.7334608300495262,7,0.6312641429883606
10960,5797,POINT (-92.4868 42.72565),-1.6141991746334916,0.7457032675547153,6,0.4025466933121009
10961,4703,POINT (-96.40488 42.49085),-1.682582570990031,0.7416052344710327,45,0.31032988154579905
10962,3731,POINT (-90.52905 41.58027),-1.5800299912025726,0.7257126153682226,60,0.4532642650227889
10963,6173,POINT (-91.90183 42.46863),-1.6039895221081004,0.7412174223112394,10,0.0010193926902282054
10964,6319,POINT (-96.36287 42.40031),-1.6818493581712681,0.7400250133662769,15,0.07604013737243237
10965,5196,POINT (-91.56195 41.70146),-1.5980574970464219,0.7278277798887145,69,1.4110382585404082
10966,2549,POINT (-93.55836 41.36854),-1.632901424766162,0.7220172297429751,15,0.001381951701479367
10967,2637,POINT (-90.61251 41.53819),-1.581486642996287,0.7249781808189834,70,0.015516150678124252
10968,3540,POINT (-90.52823 41.57189),-1.580015679502706,0.7255663567769055,69,0.06972128520709486
10973,6150,POINT (-92.78577 41.87961),-1.619417185498179,0.7309370839511424,0,8.77972450872566
10976,6035,POINT (-91.56558 41.67306),-1.5981208524982693,0.7273321063811481,63,0.2187443346403145
10977,4156,POINT (-91.9105 42.67686),-1.6041408421542482,0.7448517214126672,8,0.07794264615546385
10979,5800,POINT (-96.47455 42.51497),-1.6837985418798953,0.7420262078866136,20,1.292573539544307
10980,4189,POINT (-91.45723 42.48215),-1.5962297882537335,0.7414533908261091,7,0.19211680799968245
10981,4321,POINT (-92.67443 43.05269),-1.6174739359090085,0.7514111923404375,6,0.7058018439464968
10982,6344,POINT (-96.35286 42.47065),-1.6816746507131437,0.7412526779621297,46,0.2139180607228242
10983,4196,POINT (-90.59855 41.57451),-1.5812429950327087,0.7256120844033077,73,0.06358423862094949
10984,6002,POINT (-96.22242 42.22901),-1.679398043236842,0.7370352643576107,2,0.626696821544884
10985,4148,POINT (-91.89032 42.45576),-1.6037886347111958,0.7409927984365078,10,0.09723241372653467
10986,2603,POINT (-90.48373 41.55236),-1.5792390079855687,0.7252254939739909,42,0.06730210259298587
10994,5541,POINT (-93.78874 41.02763),-1.6369223142969067,0.7160672277900012,9,0.6143492099038738
10998,6268,POINT (-91.91348 42.66912),-1.6041928529659577,0.7447166329285628,8,0.019471418478762426
11008,5343,POINT (-94.67628 41.87086),-1.6524128095400572,0.7307843676415929,1,0.35896163207064624
11009,5421,POINT (-95.3186 41.65679),-1.6636234083914672,0.7270481413118487,4,0.8144595832039485
11010,6148,POINT (-96.37095 42.53325),-1.6819903807748293,0.7423452540738782,36,0.0
11013,5181,POINT (-92.3361 42.66591),-1.6115689634507362,0.7446606078595738,2,0.29035393629690137
11015,6136,POINT (-92.68254 43.06101),-1.6176154821113453,0.7515564037342035,6,0.5456053854169368
11016,5645,POINT (-92.72737 41.74591),-1.6183979132150141,0.728603578741226,11,0.054587092218324584
11018,6243,POINT (-91.8888 42.45661),-1.6037621057065656,0.7410076337351497,10,0.09723241372653467
11020,6190,POINT (-91.60082 41.68433),-1.5987359065266722,0.727528804987848,64,0.07445260796070832
11023,10100,POINT (-92.89304 42.04434),-1.6212894001867932,0.7338121648279526,15,0.3833797342608868
11025,5242,POINT (-91.50162 41.64955),-1.5970045399086938,0.7269217794740043,48,0.06557545896101052
11027,5818,POINT (-93.54773 41.35808),-1.632715896266675,0.7218346683032164,15,0.5483533293785675
11031,4152,POINT (-95.89893 41.55739),-1.6737520776395656,0.7253132840353663,4,0.1300214452207611
11032,6135,POINT (-91.53149 41.64943),-1.5975258697562646,0.7269196850789019,53,0.07127023021995434
11034,6204,POINT (-92.91295 42.05161),-1.6216368952408653,0.7339390502645726,15,0.21442852975151605
11037,4452,POINT (-96.37201 42.48962),-1.6820088812649006,0.7415837669212331,44,0.2216092194920122
11039,2623,POINT (-96.41781 42.51984),-1.6828082420623138,0.7421112054211858,39,0.6004653807286061
11042,6041,POINT (-91.53028 41.65736),-1.5975047512723155,0.727058089688585,56,0.039840205316643354
11043,3784,POINT (-91.89297 42.46873),-1.6038348859363738,0.7412191676404914,10,0.11106448718923315
11045,5710,POINT (-92.47551 42.71557),-1.6140021269609415,0.7455273383661142,6,0.23147913706534057
11047,3879,POINT (-96.33256 42.45226),-1.6813203488749888,0.740931711912688,26,0.8130729689479993
11049,3928,POINT (-91.60761 41.74002),-1.5988544143828824,0.7285007788482836,32,0.09245394404096349
11050,3756,POINT (-95.06512 41.90859),-1.6591993478035116,0.7314428803683704,1,0.34411009980480994
11051,5882,POINT (-93.1624 42.01683),-1.6259906190599653,0.733332024750729,2,0.07717929506577109
11054,5408,POINT (-92.89344 42.03189),-1.6212963815038013,0.7335948713360794,15,0.860509811325377
11057,4713,POINT (-91.61004 41.70056),-1.598896825883706,0.7278120719254466,49,0.14085720456506326
11058,5117,POINT (-92.90809 42.05767),-1.6215520722392185,0.7340448172172436,15,0.4304889614385509
11059,4697,POINT (-91.52482 41.64196),-1.5974094562951566,0.7267893089837779,52,0.03057878725471674
11060,5295,POINT (-92.35576 42.45783),-1.6119120951816783,0.741028926752024,68,0.030223039424877956
11062,10076,POINT (-91.66474 41.7071),-1.599851520984547,0.727926216458527,29,0.04609761585109234
11067,5678,POINT (-90.56882 41.53827),-1.5807241086460908,0.7249795770823849,83,0.2714144034162615
11068,2228,POINT (-94.01398 41.33639),-1.6408534939040986,0.7214561063884589,6,0.04461814360651195
11070,4192,POINT (-90.48035 41.55631),-1.5791800158568514,0.7252944344794449,41,0.3240970467385244
11075,3565,POINT (-91.57404 41.65219),-1.598268507352988,0.7269678561662569,58,0.1276974419360871
11080,4000,POINT (-95.70297 41.73704),-1.6703319304373574,0.7284487680365741,1,0.09438062241465159
11081,5186,POINT (-91.80637 42.96421),-1.6023234308041465,0.749866925018273,3,0.09480994838851607
11082,4588,POINT (-96.41944 42.50368),-1.6828366909291212,0.7418291602140635,39,0.0036931020987648684
11085,4786,POINT (-94.01348 41.34354),-1.6408447672578386,0.7215808974299764,6,0.06978856093767438
11087,5203,POINT (-94.67786 41.8658),-1.6524403857422385,0.730696053981442,1,0.35896163207064624
11089,4981,POINT (-92.46547 42.19641),-1.6138268959040412,0.7364662870214604,2,0.24720258694969874
11090,6210,POINT (-96.42298 42.49418),-1.682898475584642,0.741663353935124,41,0.6563025138794867
11093,5027,POINT (-96.41019 42.49305),-1.6826752479733118,0.7416436317145764,45,0.31032988154579905
11094,5926,POINT (-91.53454 41.64172),-1.5975791022984505,0.7267851201935731,52,0.22076816267381558
11102,2593,POINT (-94.87676 42.07076),-1.6559118456244553,0.7342732808163296,10,0.1956340727748877
11107,4769,POINT (-92.43577 43.24432),-1.613308533116199,0.7547557667860343,0,9.997171906953287
11109,4651,POINT (-93.64 42.30264),-1.6343263115674902,0.738320350285854,1,3.4305539880695903
11115,5244,POINT (-92.10635 43.3711),-1.6075590694942792,0.7569684952117126,4,0.527713067468021
11119,5511,POINT (-91.58839 41.74116),-1.5985189621006495,0.7285206756017563,34,0.9940767418969755
11121,3997,POINT (-93.79989 41.02475),-1.637116918508504,0.7160169623075436,9,0.6143492099038738
11127,3354,POINT (-90.52719 41.55736),-1.5799975280784855,0.7253127604365908,76,0.2653352305452183
11129,3932,POINT (-95.79376 42.16589),-1.6719165148652433,0.7359336125337518,2,0.16391089903138803
11134,5352,POINT (-92.2485 42.80235),-1.6100400550259892,0.7470419350909948,0,8.170965466697378
11141,4888,POINT (-96.36138 42.40033),-1.6818233527654134,0.7400253624321272,15,0.07604013737243237
11147,2705,POINT (-92.13081 43.37108),-1.607985977029317,0.7569681461458623,4,0.29987130890393543
11148,4395,POINT (-93.57371 42.31048),-1.6331693328063432,0.7384571840992104,1,3.4305539880695903
11151,5060,POINT (-91.52845 41.65785),-1.597472811747004,0.7270666418019198,54,0.0025812348205298593
11152,2672,POINT (-94.01348 41.34253),-1.6408447672578386,0.7215632696045312,6,0.06978856093767438
11158,5197,POINT (-91.56639 41.68131),-1.5981349896652106,0.7274760960444377,67,0.36291741457420107
11174,6121,POINT (-91.45444 42.48402),-1.596181093567603,0.7414860284831214,7,0.022747424802012844
11175,3054,POINT (-92.72579 41.74573),-1.6183703370128328,0.7286004371485725,11,0.08239959315582338
11188,4366,POINT (-91.65616 41.69656),-1.599701771734726,0.7277422587553668,36,0.7708201315644365
11191,4882,POINT (-93.80392 41.28843),-1.6371872552773594,0.7206190464792023,1,4.965485750638075
11192,2704,POINT (-91.91359 42.65941),-1.604194772828135,0.7445471614581942,8,0.26464570210436383
11193,5666,POINT (-90.53397 41.57484),-1.5801158614017707,0.7256178439898393,71,0.359984963148886
11206,3651,POINT (-93.5584 41.37311),-1.6329021228978629,0.7220969912897911,15,0.098814988751822
11207,5715,POINT (-92.29173 42.47842),-1.6107945608616263,0.7413882900450097,65,0.0071784379951648275
11220,5952,POINT (-91.54018 41.64901),-1.597677538868263,0.7269123546960434,56,0.10998641368843491
11223,3456,POINT (-93.3788 43.14286),-1.629767511561281,0.7529849557269608,9,0.019074118463027968
11231,4146,POINT (-92.47417 42.72575),-1.6139787395489646,0.7457050128839672,6,0.04467393559910519
11236,5530,POINT (-92.88481 42.00688),-1.6211457595893541,0.7331583644901557,15,1.4648655244655775
11242,6054,POINT (-91.62236 41.75166),-1.5991118504475519,0.7287039351732157,28,0.708038869421375
11247,10081,POINT (-93.24677 41.69555),-1.627463153349873,0.7277246309299217,5,0.06062368139989754
11252,5701,POINT (-96.09718 42.0318),-1.6772121928816444,0.7335933005397526,3,0.09950581722295661
11253,5727,POINT (-95.36078 42.02064),-1.6643595882699582,0.73339852179523,7,0.48098223651100647
11256,4253,POINT (-94.01903 41.34486),-1.6409416330313242,0.7216039357761027,6,0.3020101752221909
11260,4837,POINT (-91.53064 41.65787),-1.5975110344576227,0.7270669908677703,56,0.039840205316643354
11262,4558,POINT (-96.40503 42.50474),-1.682585188983909,0.7418476607041345,41,0.5993413154925952
11265,5871,POINT (-91.49602 41.63415),-1.5969068014705823,0.7266529987691971,47,0.8643586139749743
11266,5870,POINT (-91.57392 41.67152),-1.5982664129578859,0.7273052283106675,64,0.3215638845679102
11277,4385,POINT (-93.78232 41.17654),-1.6368102641589284,0.718666197579146,1,3.9107900783708778
11284,2656,POINT (-94.73183 40.99183),-1.65338233993954,0.7154423999177871,2,0.2620207546656121
11290,5445,POINT (-91.56005 41.64147),-1.5980243357906343,0.7267807568704431,58,0.401291951766486
11295,5179,POINT (-93.15143 41.82674),-1.6257991564410217,0.7300143283756131,1,0.5369659825315977
11300,4560,POINT (-95.32271 41.64541),-1.663695141423724,0.7268495228429717,4,0.8144595832039485
11312,2595,POINT (-95.34853 42.01232),-1.6641457854365889,0.7332533104014641,7,0.026705514864597584
11315,6267,POINT (-93.71316 41.77242),-1.6356031944482492,0.7290662655259297,6,0.03771419163399099
11317,3888,POINT (-92.73032 41.72091),-1.6184494004279484,0.7281672464282275,11,0.49748415130982426
11336,6189,POINT (-91.47158 42.48389),-1.596480243001395,0.7414837595550938,7,0.3358144731818533
11357,10019,POINT (-91.90234 42.6788),-1.6039984232872855,0.744885580800156,8,0.4356553560859489
11368,10098,POINT (-91.80875 42.84444),-1.6023649696403441,0.7477765441731593,0,6.180916431314578
11372,4973,POINT (-91.81441 42.96531),-1.6024637552760068,0.7498861236400449,3,0.007600734359674899
11373,3719,POINT (-92.91247 42.01208),-1.621628517660456,0.7332491216112593,15,0.40196823848556223
11382,5988,POINT (-92.72731 41.73524),-1.6183968660174632,0.7284173521100382,11,0.08085615597829567
11397,4565,POINT (-96.34664 42.47085),-1.6815660912336694,0.7412561686206337,45,0.03839296664959925
11398,4019,POINT (-91.47817 42.48386),-1.5965952601991014,0.7414832359563182,7,0.3358144731818533
11418,5120,POINT (-95.79328 42.16184),-1.6719081372848337,0.735862926699046,2,0.2809229957211629
11433,6257,POINT (-92.29778 42.4628),-1.610900153281372,0.7411156696158482,64,0.058741794680082386
11436,6040,POINT (-92.46808 42.1934),-1.6138724489975182,0.7364137526109754,2,0.1674161201123798
11450,5405,POINT (-91.60731 41.70053),-1.5988491783951266,0.727811548326671,54,0.14085720456506326
11451,5406,POINT (-91.61045 41.69586),-1.5989039817336392,0.7277300414506029,57,0.09506259653462135
11478,5257,POINT (-92.41044 40.99903),-1.6128664412166687,0.7155680636239308,21,0.801192073762793
11479,5712,POINT (-92.35595 42.45642),-1.6119154113072571,0.741004317609571,68,0.09790789068054301
11505,6020,POINT (-93.56585 41.35838),-1.6330321499271363,0.7218399042909723,15,0.4263013665094104
11523,5728,POINT (-95.36009 42.01235),-1.6643475454981194,0.7332538340002397,7,0.11628919669354734
11528,5086,POINT (-96.38511 42.51602),-1.6822375193969117,0.7420445338437595,40,0.893841540077058
11542,4285,POINT (-92.31288 43.05803),-1.6111636979984232,0.751504392922494,3,0.14736520255273305
11548,5987,POINT (-91.6076 41.74308),-1.5988542398499574,0.7285541859233946,31,0.1464918410046748
